# R [Å] 	 single electron WF 	 density 	 V [a.u.]
5.17540e+00	1.39570e-02	3.89598e-04	-1.66457e-02
5.18775e+00	1.37761e-02	3.79563e-04	-1.64877e-02
5.20010e+00	1.35975e-02	3.69785e-04	-1.63313e-02
5.21245e+00	1.34212e-02	3.60259e-04	-1.61764e-02
5.22480e+00	1.32472e-02	3.50976e-04	-1.60229e-02
5.23715e+00	1.30754e-02	3.41932e-04	-1.58709e-02
5.24951e+00	1.29058e-02	3.33121e-04	-1.57203e-02
5.26186e+00	1.27384e-02	3.24535e-04	-1.55712e-02
5.27421e+00	1.25732e-02	3.16170e-04	-1.54235e-02
5.28656e+00	1.24101e-02	3.08020e-04	-1.52772e-02
5.29891e+00	1.22491e-02	3.00079e-04	-1.51323e-02
5.31126e+00	1.20901e-02	2.92342e-04	-1.49888e-02
5.32362e+00	1.19332e-02	2.84804e-04	-1.48467e-02
5.33597e+00	1.17784e-02	2.77459e-04	-1.47059e-02
5.34832e+00	1.16255e-02	2.70304e-04	-1.45664e-02
5.36067e+00	1.14746e-02	2.63332e-04	-1.44283e-02
5.37302e+00	1.13256e-02	2.56539e-04	-1.42915e-02
5.38538e+00	1.11786e-02	2.49921e-04	-1.41560e-02
5.39773e+00	1.10334e-02	2.43474e-04	-1.40217e-02
5.41008e+00	1.08902e-02	2.37192e-04	-1.38888e-02
5.42243e+00	1.07488e-02	2.31071e-04	-1.37571e-02
5.43478e+00	1.06092e-02	2.25108e-04	-1.36267e-02
5.44713e+00	1.04714e-02	2.19299e-04	-1.34975e-02
5.45949e+00	1.03353e-02	2.13639e-04	-1.33695e-02
5.47184e+00	1.02011e-02	2.08124e-04	-1.32428e-02
5.48419e+00	1.00686e-02	2.02752e-04	-1.31172e-02
5.49654e+00	9.93774e-03	1.97517e-04	-1.29929e-02
5.50889e+00	9.80862e-03	1.92418e-04	-1.28697e-02
5.52125e+00	9.68116e-03	1.87450e-04	-1.27477e-02
5.53360e+00	9.55534e-03	1.82609e-04	-1.26269e-02
5.54595e+00	9.43116e-03	1.77893e-04	-1.25072e-02
5.55830e+00	9.30857e-03	1.73299e-04	-1.23887e-02
5.57065e+00	9.18758e-03	1.68823e-04	-1.22712e-02
5.58300e+00	9.06814e-03	1.64462e-04	-1.21549e-02
5.59536e+00	8.95025e-03	1.60214e-04	-1.20397e-02
5.60771e+00	8.83388e-03	1.56075e-04	-1.19256e-02
5.62006e+00	8.71902e-03	1.52043e-04	-1.18126e-02
5.63241e+00	8.60564e-03	1.48114e-04	-1.17006e-02
5.64476e+00	8.49373e-03	1.44287e-04	-1.15898e-02
5.65711e+00	8.38327e-03	1.40558e-04	-1.14799e-02
5.66947e+00	8.27423e-03	1.36926e-04	-1.13711e-02
5.68182e+00	8.16661e-03	1.33387e-04	-1.12634e-02
5.69417e+00	8.06037e-03	1.29939e-04	-1.11566e-02
5.70652e+00	7.95552e-03	1.26581e-04	-1.10509e-02
5.71887e+00	7.85202e-03	1.23308e-04	-1.09462e-02
5.73123e+00	7.74986e-03	1.20121e-04	-1.08425e-02
5.74358e+00	7.64902e-03	1.17015e-04	-1.07397e-02
5.75593e+00	7.54949e-03	1.13989e-04	-1.06380e-02
5.76828e+00	7.45124e-03	1.11042e-04	-1.05372e-02
5.78063e+00	7.35427e-03	1.08171e-04	-1.04373e-02
5.79298e+00	7.25855e-03	1.05373e-04	-1.03384e-02
5.80534e+00	7.16408e-03	1.02648e-04	-1.02405e-02
5.81769e+00	7.07083e-03	9.99932e-05	-1.01434e-02
5.83004e+00	6.97878e-03	9.74068e-05	-1.00473e-02
5.84239e+00	6.88793e-03	9.48872e-05	-9.95214e-03
5.85474e+00	6.79826e-03	9.24326e-05	-9.85785e-03
5.86709e+00	6.70974e-03	9.00413e-05	-9.76446e-03
5.87945e+00	6.62238e-03	8.77118e-05	-9.67195e-03
5.89180e+00	6.53615e-03	8.54424e-05	-9.58031e-03
5.90415e+00	6.45103e-03	8.32316e-05	-9.48955e-03
5.91650e+00	6.36702e-03	8.10779e-05	-9.39965e-03
5.92885e+00	6.28410e-03	7.89798e-05	-9.31060e-03
5.94121e+00	6.20225e-03	7.69358e-05	-9.22239e-03
5.95356e+00	6.12146e-03	7.49447e-05	-9.13503e-03
5.96591e+00	6.04173e-03	7.30049e-05	-9.04849e-03
5.97826e+00	5.96302e-03	7.11153e-05	-8.96277e-03
5.99061e+00	5.88534e-03	6.92745e-05	-8.87786e-03
6.00296e+00	5.80867e-03	6.74812e-05	-8.79376e-03
6.01532e+00	5.73299e-03	6.57343e-05	-8.71046e-03
6.02767e+00	5.65829e-03	6.40325e-05	-8.62794e-03
6.04002e+00	5.58456e-03	6.23746e-05	-8.54621e-03
6.05237e+00	5.51179e-03	6.07596e-05	-8.46525e-03
6.06472e+00	5.43996e-03	5.91864e-05	-8.38506e-03
6.07708e+00	5.36907e-03	5.76538e-05	-8.30564e-03
6.08943e+00	5.29909e-03	5.61608e-05	-8.22696e-03
6.10178e+00	5.23003e-03	5.47064e-05	-8.14903e-03
6.11413e+00	5.16186e-03	5.32896e-05	-8.07184e-03
6.12648e+00	5.09457e-03	5.19094e-05	-7.99538e-03
6.13883e+00	5.02816e-03	5.05649e-05	-7.91965e-03
6.15119e+00	4.96262e-03	4.92551e-05	-7.84463e-03
6.16354e+00	4.89792e-03	4.79793e-05	-7.77033e-03
6.17589e+00	4.83406e-03	4.67364e-05	-7.69673e-03
6.18824e+00	4.77104e-03	4.55256e-05	-7.62382e-03
6.20059e+00	4.70883e-03	4.43462e-05	-7.55161e-03
6.21294e+00	4.64743e-03	4.31972e-05	-7.48008e-03
6.22530e+00	4.58683e-03	4.20780e-05	-7.40923e-03
6.23765e+00	4.52702e-03	4.09878e-05	-7.33905e-03
6.25000e+00	4.46798e-03	3.99257e-05	-7.26954e-03
6.26235e+00	4.40971e-03	3.88911e-05	-7.20069e-03
6.27470e+00	4.35220e-03	3.78833e-05	-7.13249e-03
6.28706e+00	4.29543e-03	3.69015e-05	-7.06493e-03
6.29941e+00	4.23941e-03	3.59452e-05	-6.99802e-03
6.31176e+00	4.18411e-03	3.50135e-05	-6.93173e-03
6.32411e+00	4.12953e-03	3.41060e-05	-6.86608e-03
6.33646e+00	4.07566e-03	3.32220e-05	-6.80105e-03
6.34881e+00	4.02249e-03	3.23609e-05	-6.73664e-03
6.36117e+00	3.97001e-03	3.15220e-05	-6.67283e-03
6.37352e+00	3.91822e-03	3.07049e-05	-6.60963e-03
6.38587e+00	3.86710e-03	2.99089e-05	-6.54703e-03
6.39822e+00	3.81664e-03	2.91335e-05	-6.48503e-03
6.41057e+00	3.76684e-03	2.83782e-05	-6.42361e-03
6.42292e+00	3.71769e-03	2.76424e-05	-6.36277e-03
6.43528e+00	3.66918e-03	2.69257e-05	-6.30251e-03
6.44763e+00	3.62130e-03	2.62276e-05	-6.24282e-03
6.45998e+00	3.57404e-03	2.55475e-05	-6.18369e-03
6.47233e+00	3.52739e-03	2.48850e-05	-6.12513e-03
6.48468e+00	3.48136e-03	2.42397e-05	-6.06712e-03
6.49704e+00	3.43592e-03	2.36111e-05	-6.00966e-03
6.50939e+00	3.39107e-03	2.29988e-05	-5.95275e-03
6.52174e+00	3.34681e-03	2.24023e-05	-5.89637e-03
6.53409e+00	3.30313e-03	2.18213e-05	-5.84053e-03
6.54644e+00	3.26001e-03	2.12553e-05	-5.78522e-03
6.55879e+00	3.21745e-03	2.07040e-05	-5.73043e-03
6.57115e+00	3.17545e-03	2.01670e-05	-5.67616e-03
6.58350e+00	3.13400e-03	1.96439e-05	-5.62240e-03
6.59585e+00	3.09308e-03	1.91343e-05	-5.56916e-03
6.60820e+00	3.05270e-03	1.86379e-05	-5.51641e-03
6.62055e+00	3.01284e-03	1.81544e-05	-5.46417e-03
6.63291e+00	2.97350e-03	1.76835e-05	-5.41243e-03
6.64526e+00	2.93468e-03	1.72247e-05	-5.36117e-03
6.65761e+00	2.89636e-03	1.67778e-05	-5.31040e-03
6.66996e+00	2.85854e-03	1.63425e-05	-5.26011e-03
6.68231e+00	2.82121e-03	1.59185e-05	-5.21030e-03
6.69466e+00	2.78437e-03	1.55054e-05	-5.16095e-03
6.70702e+00	2.74801e-03	1.51031e-05	-5.11208e-03
6.71937e+00	2.71212e-03	1.47112e-05	-5.06367e-03
6.73172e+00	2.67670e-03	1.43294e-05	-5.01572e-03
6.74407e+00	2.64174e-03	1.39576e-05	-4.96822e-03
6.75642e+00	2.60724e-03	1.35954e-05	-4.92117e-03
6.76877e+00	2.57318e-03	1.32426e-05	-4.87457e-03
6.78113e+00	2.53957e-03	1.28989e-05	-4.82841e-03
6.79348e+00	2.50640e-03	1.25641e-05	-4.78269e-03
6.80583e+00	2.47366e-03	1.22380e-05	-4.73739e-03
6.81818e+00	2.44135e-03	1.19204e-05	-4.69253e-03
6.83053e+00	2.40946e-03	1.16110e-05	-4.64810e-03
6.84289e+00	2.37798e-03	1.13096e-05	-4.60408e-03
6.85524e+00	2.34692e-03	1.10160e-05	-4.56049e-03
6.86759e+00	2.31626e-03	1.07301e-05	-4.51730e-03
6.87994e+00	2.28600e-03	1.04516e-05	-4.47452e-03
6.89229e+00	2.25613e-03	1.01802e-05	-4.43215e-03
6.90464e+00	2.22665e-03	9.91596e-06	-4.39018e-03
6.91700e+00	2.19756e-03	9.65854e-06	-4.34861e-03
6.92935e+00	2.16885e-03	9.40779e-06	-4.30744e-03
6.94170e+00	2.14051e-03	9.16355e-06	-4.26665e-03
6.95405e+00	2.11254e-03	8.92564e-06	-4.22625e-03
6.96640e+00	2.08493e-03	8.69390e-06	-4.18623e-03
6.97875e+00	2.05769e-03	8.46817e-06	-4.14659e-03
6.99111e+00	2.03080e-03	8.24830e-06	-4.10733e-03
7.00346e+00	2.00426e-03	8.03413e-06	-4.06844e-03
7.01581e+00	1.97807e-03	7.82552e-06	-4.02991e-03
7.02816e+00	1.95222e-03	7.62232e-06	-3.99175e-03
7.04051e+00	1.92671e-03	7.42439e-06	-3.95396e-03
7.05287e+00	1.90152e-03	7.23159e-06	-3.91652e-03
7.06522e+00	1.87667e-03	7.04380e-06	-3.87944e-03
7.07757e+00	1.85214e-03	6.86088e-06	-3.84270e-03
7.08992e+00	1.82794e-03	6.68270e-06	-3.80632e-03
7.10227e+00	1.80404e-03	6.50915e-06	-3.77028e-03
7.11462e+00	1.78046e-03	6.34011e-06	-3.73458e-03
7.12698e+00	1.75719e-03	6.17544e-06	-3.69922e-03
7.13933e+00	1.73422e-03	6.01506e-06	-3.66420e-03
7.15168e+00	1.71155e-03	5.85883e-06	-3.62950e-03
7.16403e+00	1.68918e-03	5.70666e-06	-3.59514e-03
7.17638e+00	1.66710e-03	5.55844e-06	-3.56110e-03
7.18874e+00	1.64531e-03	5.41406e-06	-3.52738e-03
7.20109e+00	1.62380e-03	5.27343e-06	-3.49399e-03
7.21344e+00	1.60257e-03	5.13645e-06	-3.46091e-03
7.22579e+00	1.58162e-03	5.00303e-06	-3.42814e-03
7.23814e+00	1.56094e-03	4.87307e-06	-3.39568e-03
7.25049e+00	1.54053e-03	4.74648e-06	-3.36353e-03
7.26285e+00	1.52039e-03	4.62318e-06	-3.33169e-03
7.27520e+00	1.50051e-03	4.50308e-06	-3.30015e-03
7.28755e+00	1.48089e-03	4.38609e-06	-3.26890e-03
7.29990e+00	1.46153e-03	4.27215e-06	-3.23796e-03
7.31225e+00	1.44242e-03	4.16116e-06	-3.20730e-03
7.32460e+00	1.42356e-03	4.05305e-06	-3.17694e-03
7.33696e+00	1.40495e-03	3.94775e-06	-3.14686e-03
7.34931e+00	1.38658e-03	3.84518e-06	-3.11707e-03
7.36166e+00	1.36844e-03	3.74528e-06	-3.08756e-03
7.37401e+00	1.35055e-03	3.64797e-06	-3.05833e-03
7.38636e+00	1.33289e-03	3.55319e-06	-3.02938e-03
7.39872e+00	1.31546e-03	3.46086e-06	-3.00070e-03
7.41107e+00	1.29826e-03	3.37094e-06	-2.97229e-03
7.42342e+00	1.28128e-03	3.28335e-06	-2.94416e-03
7.43577e+00	1.26452e-03	3.19803e-06	-2.91629e-03
7.44812e+00	1.24798e-03	3.11493e-06	-2.88868e-03
7.46047e+00	1.23166e-03	3.03399e-06	-2.86134e-03
7.47283e+00	1.21556e-03	2.95515e-06	-2.83425e-03
7.48518e+00	1.19966e-03	2.87836e-06	-2.80742e-03
7.49753e+00	1.18397e-03	2.80356e-06	-2.78085e-03
7.50988e+00	1.16848e-03	2.73070e-06	-2.75452e-03
7.52223e+00	1.15320e-03	2.65974e-06	-2.72845e-03
7.53458e+00	1.13812e-03	2.59062e-06	-2.70262e-03
7.54694e+00	1.12323e-03	2.52329e-06	-2.67704e-03
7.55929e+00	1.10854e-03	2.45771e-06	-2.65170e-03
7.57164e+00	1.09404e-03	2.39384e-06	-2.62660e-03
7.58399e+00	1.07973e-03	2.33162e-06	-2.60174e-03
7.59634e+00	1.06560e-03	2.27102e-06	-2.57711e-03
7.60870e+00	1.05167e-03	2.21200e-06	-2.55272e-03
7.62105e+00	1.03791e-03	2.15451e-06	-2.52856e-03
7.63340e+00	1.02433e-03	2.09851e-06	-2.50463e-03
7.64575e+00	1.01093e-03	2.04397e-06	-2.48092e-03
7.65810e+00	9.97707e-04	1.99084e-06	-2.45744e-03
7.67045e+00	9.84655e-04	1.93909e-06	-2.43418e-03
7.68281e+00	9.71774e-04	1.88869e-06	-2.41114e-03
7.69516e+00	9.59061e-04	1.83960e-06	-2.38832e-03
7.70751e+00	9.46514e-04	1.79178e-06	-2.36572e-03
7.71986e+00	9.34131e-04	1.74520e-06	-2.34333e-03
7.73221e+00	9.21910e-04	1.69984e-06	-2.32115e-03
7.74457e+00	9.09849e-04	1.65565e-06	-2.29919e-03
7.75692e+00	8.97946e-04	1.61261e-06	-2.27743e-03
7.76927e+00	8.86197e-04	1.57069e-06	-2.25587e-03
7.78162e+00	8.74603e-04	1.52986e-06	-2.23453e-03
7.79397e+00	8.63160e-04	1.49009e-06	-2.21338e-03
7.80632e+00	8.51866e-04	1.45135e-06	-2.19243e-03
7.81868e+00	8.40721e-04	1.41362e-06	-2.17169e-03
7.83103e+00	8.29721e-04	1.37687e-06	-2.15114e-03
7.84338e+00	8.18864e-04	1.34108e-06	-2.13078e-03
7.85573e+00	8.08150e-04	1.30621e-06	-2.11062e-03
7.86808e+00	7.97575e-04	1.27225e-06	-2.09064e-03
7.88043e+00	7.87139e-04	1.23918e-06	-2.07086e-03
7.89279e+00	7.76839e-04	1.20696e-06	-2.05127e-03
7.90514e+00	7.66674e-04	1.17558e-06	-2.03186e-03
7.91749e+00	7.56642e-04	1.14501e-06	-2.01263e-03
7.92984e+00	7.46741e-04	1.11524e-06	-1.99359e-03
7.94219e+00	7.36970e-04	1.08625e-06	-1.97473e-03
7.95455e+00	7.27326e-04	1.05801e-06	-1.95604e-03
7.96690e+00	7.17808e-04	1.03050e-06	-1.93753e-03
7.97925e+00	7.08415e-04	1.00370e-06	-1.91920e-03
7.99160e+00	6.99144e-04	9.77605e-07	-1.90104e-03
8.00395e+00	6.89995e-04	9.52186e-07	-1.88306e-03
8.01630e+00	6.80965e-04	9.27427e-07	-1.86524e-03
8.02866e+00	6.72054e-04	9.03312e-07	-1.84760e-03
8.04101e+00	6.63258e-04	8.79824e-07	-1.83012e-03
8.05336e+00	6.54578e-04	8.56946e-07	-1.81280e-03
8.06571e+00	6.46012e-04	8.34662e-07	-1.79565e-03
8.07806e+00	6.37557e-04	8.12958e-07	-1.77866e-03
8.09042e+00	6.29213e-04	7.91819e-07	-1.76184e-03
8.10277e+00	6.20978e-04	7.71228e-07	-1.74517e-03
8.11512e+00	6.12851e-04	7.51173e-07	-1.72866e-03
8.12747e+00	6.04830e-04	7.31639e-07	-1.71231e-03
8.13982e+00	5.96914e-04	7.12613e-07	-1.69611e-03
8.15217e+00	5.89102e-04	6.94082e-07	-1.68007e-03
8.16453e+00	5.81391e-04	6.76032e-07	-1.66418e-03
8.17688e+00	5.73782e-04	6.58451e-07	-1.64843e-03
8.18923e+00	5.66272e-04	6.41328e-07	-1.63284e-03
8.20158e+00	5.58860e-04	6.24649e-07	-1.61740e-03
8.21393e+00	5.51545e-04	6.08405e-07	-1.60210e-03
8.22628e+00	5.44326e-04	5.92582e-07	-1.58695e-03
8.23864e+00	5.37202e-04	5.77171e-07	-1.57194e-03
8.25099e+00	5.30170e-04	5.62160e-07	-1.55707e-03
8.26334e+00	5.23230e-04	5.47540e-07	-1.54234e-03
8.27569e+00	5.16382e-04	5.33300e-07	-1.52776e-03
8.28804e+00	5.09622e-04	5.19430e-07	-1.51331e-03
8.30040e+00	5.02952e-04	5.05921e-07	-1.49900e-03
8.31275e+00	4.96368e-04	4.92763e-07	-1.48482e-03
8.32510e+00	4.89871e-04	4.79947e-07	-1.47078e-03
8.33745e+00	4.83458e-04	4.67464e-07	-1.45687e-03
8.34980e+00	4.77130e-04	4.55306e-07	-1.44309e-03
8.36215e+00	4.70884e-04	4.43463e-07	-1.42944e-03
8.37451e+00	4.64720e-04	4.31929e-07	-1.41593e-03
8.38686e+00	4.58637e-04	4.20695e-07	-1.40254e-03
8.39921e+00	4.52633e-04	4.09753e-07	-1.38928e-03
8.41156e+00	4.46707e-04	3.99095e-07	-1.37614e-03
8.42391e+00	4.40860e-04	3.88714e-07	-1.36313e-03
8.43626e+00	4.35088e-04	3.78604e-07	-1.35024e-03
8.44862e+00	4.29393e-04	3.68756e-07	-1.33747e-03
8.46097e+00	4.23771e-04	3.59164e-07	-1.32483e-03
8.47332e+00	4.18224e-04	3.49822e-07	-1.31230e-03
8.48567e+00	4.12749e-04	3.40723e-07	-1.29989e-03
8.49802e+00	4.07345e-04	3.31860e-07	-1.28760e-03
8.51038e+00	4.02012e-04	3.23228e-07	-1.27543e-03
8.52273e+00	3.96749e-04	3.14820e-07	-1.26337e-03
8.53508e+00	3.91555e-04	3.06631e-07	-1.25143e-03
8.54743e+00	3.86429e-04	2.98655e-07	-1.23960e-03
8.55978e+00	3.81370e-04	2.90886e-07	-1.22788e-03
8.57213e+00	3.76377e-04	2.83319e-07	-1.21627e-03
8.58449e+00	3.71449e-04	2.75949e-07	-1.20478e-03
8.59684e+00	3.66586e-04	2.68771e-07	-1.19339e-03
8.60919e+00	3.61787e-04	2.61779e-07	-1.18211e-03
8.62154e+00	3.57050e-04	2.54970e-07	-1.17093e-03
8.63389e+00	3.52375e-04	2.48337e-07	-1.15986e-03
8.64625e+00	3.47762e-04	2.41877e-07	-1.14890e-03
8.65860e+00	3.43209e-04	2.35585e-07	-1.13804e-03
8.67095e+00	3.38715e-04	2.29456e-07	-1.12729e-03
8.68330e+00	3.34280e-04	2.23487e-07	-1.11663e-03
8.69565e+00	3.29904e-04	2.17673e-07	-1.10608e-03
8.70800e+00	3.25584e-04	2.12010e-07	-1.09563e-03
8.72036e+00	3.21321e-04	2.06495e-07	-1.08527e-03
8.73271e+00	3.17114e-04	2.01123e-07	-1.07501e-03
8.74506e+00	3.12962e-04	1.95891e-07	-1.06486e-03
8.75741e+00	3.08864e-04	1.90794e-07	-1.05479e-03
8.76976e+00	3.04820e-04	1.85831e-07	-1.04483e-03
8.78211e+00	3.00829e-04	1.80996e-07	-1.03495e-03
8.79447e+00	2.96890e-04	1.76287e-07	-1.02517e-03
8.80682e+00	2.93003e-04	1.71701e-07	-1.01549e-03
8.81917e+00	2.89166e-04	1.67234e-07	-1.00589e-03
8.83152e+00	2.85380e-04	1.62883e-07	-9.96386e-04
8.84387e+00	2.81643e-04	1.58646e-07	-9.86972e-04
8.85623e+00	2.77955e-04	1.54518e-07	-9.77647e-04
8.86858e+00	2.74316e-04	1.50498e-07	-9.68410e-04
8.88093e+00	2.70724e-04	1.46583e-07	-9.59261e-04
8.89328e+00	2.67179e-04	1.42769e-07	-9.50198e-04
8.90563e+00	2.63680e-04	1.39055e-07	-9.41221e-04
8.91798e+00	2.60227e-04	1.35437e-07	-9.32330e-04
8.93034e+00	2.56820e-04	1.31913e-07	-9.23522e-04
8.94269e+00	2.53457e-04	1.28481e-07	-9.14798e-04
8.95504e+00	2.50138e-04	1.25138e-07	-9.06157e-04
8.96739e+00	2.46863e-04	1.21882e-07	-8.97597e-04
8.97974e+00	2.43630e-04	1.18711e-07	-8.89118e-04
8.99209e+00	2.40440e-04	1.15622e-07	-8.80720e-04
9.00445e+00	2.37291e-04	1.12614e-07	-8.72402e-04
9.01680e+00	2.34184e-04	1.09684e-07	-8.64162e-04
9.02915e+00	2.31117e-04	1.06830e-07	-8.56000e-04
9.04150e+00	2.28091e-04	1.04051e-07	-8.47915e-04
9.05385e+00	2.25104e-04	1.01343e-07	-8.39907e-04
9.06621e+00	2.22156e-04	9.87065e-08	-8.31975e-04
9.07856e+00	2.19247e-04	9.61382e-08	-8.24118e-04
9.09091e+00	2.16376e-04	9.36367e-08	-8.16335e-04
9.10326e+00	2.13542e-04	9.12004e-08	-8.08626e-04
9.11561e+00	2.10746e-04	8.88274e-08	-8.00990e-04
9.12796e+00	2.07986e-04	8.65161e-08	-7.93427e-04
9.14032e+00	2.05262e-04	8.42650e-08	-7.85935e-04
9.15267e+00	2.02574e-04	8.20724e-08	-7.78514e-04
9.16502e+00	1.99921e-04	7.99369e-08	-7.71163e-04
9.17737e+00	1.97303e-04	7.78569e-08	-7.63882e-04
9.18972e+00	1.94719e-04	7.58310e-08	-7.56669e-04
9.20208e+00	1.92169e-04	7.38579e-08	-7.49526e-04
9.21443e+00	1.89652e-04	7.19360e-08	-7.42449e-04
9.22678e+00	1.87169e-04	7.00642e-08	-7.35440e-04
9.23913e+00	1.84717e-04	6.82411e-08	-7.28497e-04
9.25148e+00	1.82298e-04	6.64654e-08	-7.21620e-04
9.26383e+00	1.79911e-04	6.47359e-08	-7.14808e-04
9.27619e+00	1.77555e-04	6.30514e-08	-7.08060e-04
9.28854e+00	1.75229e-04	6.14107e-08	-7.01376e-04
9.30089e+00	1.72935e-04	5.98127e-08	-6.94756e-04
9.31324e+00	1.70670e-04	5.82563e-08	-6.88198e-04
9.32559e+00	1.68435e-04	5.67404e-08	-6.81703e-04
9.33794e+00	1.66229e-04	5.52639e-08	-6.75268e-04
9.35030e+00	1.64052e-04	5.38258e-08	-6.68895e-04
9.36265e+00	1.61903e-04	5.24252e-08	-6.62582e-04
9.37500e+00	1.59783e-04	5.10610e-08	-6.56329e-04
9.38735e+00	1.57690e-04	4.97322e-08	-6.50135e-04
9.39970e+00	1.55625e-04	4.84381e-08	-6.44000e-04
9.41206e+00	1.53587e-04	4.71776e-08	-6.37923e-04
9.42441e+00	1.51575e-04	4.59500e-08	-6.31903e-04
9.43676e+00	1.49590e-04	4.47542e-08	-6.25940e-04
9.44911e+00	1.47631e-04	4.35896e-08	-6.20034e-04
9.46146e+00	1.45697e-04	4.24553e-08	-6.14183e-04
9.47381e+00	1.43789e-04	4.13505e-08	-6.08388e-04
9.48617e+00	1.41906e-04	4.02744e-08	-6.02648e-04
9.49852e+00	1.40047e-04	3.92263e-08	-5.96962e-04
9.51087e+00	1.38213e-04	3.82056e-08	-5.91330e-04
9.52322e+00	1.36403e-04	3.72113e-08	-5.85752e-04
9.53557e+00	1.34616e-04	3.62430e-08	-5.80226e-04
9.54792e+00	1.32853e-04	3.52998e-08	-5.74752e-04
9.56028e+00	1.31113e-04	3.43812e-08	-5.69330e-04
9.57263e+00	1.29396e-04	3.34865e-08	-5.63960e-04
9.58498e+00	1.27701e-04	3.26150e-08	-5.58640e-04
9.59733e+00	1.26028e-04	3.17662e-08	-5.53371e-04
9.60968e+00	1.24378e-04	3.09396e-08	-5.48151e-04
9.62204e+00	1.22749e-04	3.01344e-08	-5.42981e-04
9.63439e+00	1.21141e-04	2.93502e-08	-5.37860e-04
9.64674e+00	1.19554e-04	2.85864e-08	-5.32787e-04
9.65909e+00	1.17988e-04	2.78424e-08	-5.27762e-04
9.67144e+00	1.16443e-04	2.71179e-08	-5.22785e-04
9.68379e+00	1.14918e-04	2.64121e-08	-5.17855e-04
9.69615e+00	1.13412e-04	2.57248e-08	-5.12972e-04
9.70850e+00	1.11927e-04	2.50553e-08	-5.08134e-04
9.72085e+00	1.10461e-04	2.44032e-08	-5.03343e-04
9.73320e+00	1.09014e-04	2.37682e-08	-4.98597e-04
9.74555e+00	1.07586e-04	2.31496e-08	-4.93896e-04
9.75791e+00	1.06177e-04	2.25471e-08	-4.89239e-04
9.77026e+00	1.04786e-04	2.19603e-08	-4.84626e-04
9.78261e+00	1.03414e-04	2.13888e-08	-4.80057e-04
9.79496e+00	1.02059e-04	2.08322e-08	-4.75531e-04
9.80731e+00	1.00722e-04	2.02900e-08	-4.71048e-04
9.81966e+00	9.94031e-05	1.97620e-08	-4.66608e-04
9.83202e+00	9.81011e-05	1.92477e-08	-4.62209e-04
9.84437e+00	9.68162e-05	1.87467e-08	-4.57852e-04
9.85672e+00	9.55480e-05	1.82588e-08	-4.53536e-04
9.86907e+00	9.42965e-05	1.77836e-08	-4.49261e-04
9.88142e+00	9.30613e-05	1.73208e-08	-4.45027e-04
9.89377e+00	9.18423e-05	1.68700e-08	-4.40832e-04
9.90613e+00	9.06393e-05	1.64310e-08	-4.36677e-04
9.91848e+00	8.94521e-05	1.60034e-08	-4.32562e-04
9.93083e+00	8.82804e-05	1.55869e-08	-4.28485e-04
9.94318e+00	8.71240e-05	1.51812e-08	-4.24447e-04
9.95553e+00	8.59828e-05	1.47861e-08	-4.20447e-04
9.96789e+00	8.48565e-05	1.44013e-08	-4.16485e-04
9.98024e+00	8.37450e-05	1.40265e-08	-4.12561e-04
9.99259e+00	8.26480e-05	1.36614e-08	-4.08673e-04
1.00049e+01	8.15654e-05	1.33058e-08	-4.04823e-04
1.00173e+01	8.04970e-05	1.29595e-08	-4.01008e-04
1.00296e+01	7.94426e-05	1.26223e-08	-3.97230e-04
1.00420e+01	7.84020e-05	1.22937e-08	-3.93488e-04
1.00543e+01	7.73750e-05	1.19738e-08	-3.89781e-04
1.00667e+01	7.63614e-05	1.16621e-08	-3.86108e-04
1.00791e+01	7.53612e-05	1.13586e-08	-3.82471e-04
1.00914e+01	7.43740e-05	1.10630e-08	-3.78868e-04
1.01038e+01	7.33998e-05	1.07751e-08	-3.75299e-04
1.01161e+01	7.24383e-05	1.04946e-08	-3.71764e-04
1.01285e+01	7.14894e-05	1.02215e-08	-3.68262e-04
1.01408e+01	7.05530e-05	9.95544e-09	-3.64794e-04
1.01532e+01	6.96288e-05	9.69633e-09	-3.61358e-04
1.01655e+01	6.87167e-05	9.44397e-09	-3.57955e-04
1.01779e+01	6.78165e-05	9.19817e-09	-3.54583e-04
1.01902e+01	6.69282e-05	8.95876e-09	-3.51244e-04
1.02026e+01	6.60515e-05	8.72559e-09	-3.47936e-04
1.02149e+01	6.51862e-05	8.49849e-09	-3.44660e-04
1.02273e+01	6.43323e-05	8.27730e-09	-3.41414e-04
1.02396e+01	6.34896e-05	8.06186e-09	-3.38199e-04
1.02520e+01	6.26579e-05	7.85203e-09	-3.35015e-04
1.02643e+01	6.18371e-05	7.64766e-09	-3.31861e-04
1.02767e+01	6.10271e-05	7.44861e-09	-3.28736e-04
1.02890e+01	6.02277e-05	7.25475e-09	-3.25641e-04
1.03014e+01	5.94387e-05	7.06592e-09	-3.22575e-04
1.03137e+01	5.86601e-05	6.88201e-09	-3.19538e-04
1.03261e+01	5.78917e-05	6.70289e-09	-3.16530e-04
1.03384e+01	5.71333e-05	6.52843e-09	-3.13551e-04
1.03508e+01	5.63849e-05	6.35851e-09	-3.10599e-04
1.03631e+01	5.56462e-05	6.19301e-09	-3.07675e-04
1.03755e+01	5.49173e-05	6.03182e-09	-3.04779e-04
1.03878e+01	5.41979e-05	5.87482e-09	-3.01911e-04
