# R [Å] 	 single electron WF 	 density 	 V [a.u.]
2.47406e+01	1.19756e-11	2.86831e-22	-3.29458e-09
2.47530e+01	1.18187e-11	2.79364e-22	-3.26466e-09
2.47653e+01	1.16639e-11	2.72091e-22	-3.23502e-09
2.47777e+01	1.15110e-11	2.65008e-22	-3.20565e-09
2.47900e+01	1.13602e-11	2.58109e-22	-3.17655e-09
2.48024e+01	1.12114e-11	2.51389e-22	-3.14771e-09
2.48147e+01	1.10645e-11	2.44845e-22	-3.11913e-09
2.48271e+01	1.09195e-11	2.38471e-22	-3.09081e-09
2.48394e+01	1.07764e-11	2.32263e-22	-3.06275e-09
2.48518e+01	1.06352e-11	2.26216e-22	-3.03495e-09
2.48641e+01	1.04959e-11	2.20327e-22	-3.00739e-09
2.48765e+01	1.03584e-11	2.14591e-22	-2.98009e-09
2.48888e+01	1.02226e-11	2.09005e-22	-2.95304e-09
2.49012e+01	1.00887e-11	2.03564e-22	-2.92624e-09
2.49135e+01	9.95652e-12	1.98265e-22	-2.89967e-09
2.49259e+01	9.82607e-12	1.93103e-22	-2.87335e-09
2.49382e+01	9.69732e-12	1.88076e-22	-2.84727e-09
2.49506e+01	9.57026e-12	1.83180e-22	-2.82143e-09
2.49629e+01	9.44487e-12	1.78411e-22	-2.79582e-09
2.49753e+01	9.32112e-12	1.73767e-22	-2.77045e-09
2.49876e+01	9.19899e-12	1.69243e-22	-2.74530e-09
2.50000e+01	9.07847e-12	1.64837e-22	-2.72038e-09
2.50124e+01	8.95952e-12	1.60546e-22	-2.69569e-09
2.50247e+01	8.84213e-12	1.56366e-22	-2.67123e-09
2.50371e+01	8.72627e-12	1.52296e-22	-2.64699e-09
2.50494e+01	8.61194e-12	1.48331e-22	-2.62297e-09
2.50618e+01	8.49910e-12	1.44469e-22	-2.59916e-09
2.50741e+01	8.38774e-12	1.40709e-22	-2.57558e-09
2.50865e+01	8.27785e-12	1.37045e-22	-2.55220e-09
2.50988e+01	8.16939e-12	1.33478e-22	-2.52904e-09
2.51112e+01	8.06235e-12	1.30003e-22	-2.50610e-09
2.51235e+01	7.95671e-12	1.26619e-22	-2.48336e-09
2.51359e+01	7.85246e-12	1.23322e-22	-2.46082e-09
2.51482e+01	7.74958e-12	1.20112e-22	-2.43849e-09
2.51606e+01	7.64804e-12	1.16985e-22	-2.41637e-09
2.51729e+01	7.54783e-12	1.13940e-22	-2.39444e-09
2.51853e+01	7.44894e-12	1.10973e-22	-2.37272e-09
2.51976e+01	7.35134e-12	1.08084e-22	-2.35119e-09
2.52100e+01	7.25502e-12	1.05271e-22	-2.32986e-09
2.52223e+01	7.15996e-12	1.02530e-22	-2.30872e-09
2.52347e+01	7.06615e-12	9.98610e-23	-2.28778e-09
2.52470e+01	6.97357e-12	9.72613e-23	-2.26702e-09
2.52594e+01	6.88220e-12	9.47293e-23	-2.24646e-09
2.52717e+01	6.79203e-12	9.22632e-23	-2.22608e-09
2.52841e+01	6.70303e-12	8.98613e-23	-2.20589e-09
2.52964e+01	6.61521e-12	8.75220e-23	-2.18588e-09
2.53088e+01	6.52853e-12	8.52435e-23	-2.16605e-09
2.53211e+01	6.44300e-12	8.30244e-23	-2.14640e-09
2.53335e+01	6.35858e-12	8.08630e-23	-2.12693e-09
2.53458e+01	6.27526e-12	7.87579e-23	-2.10764e-09
2.53582e+01	6.19304e-12	7.67076e-23	-2.08852e-09
2.53706e+01	6.11190e-12	7.47107e-23	-2.06958e-09
2.53829e+01	6.03182e-12	7.27657e-23	-2.05081e-09
2.53953e+01	5.95279e-12	7.08714e-23	-2.03221e-09
2.54076e+01	5.87479e-12	6.90264e-23	-2.01378e-09
2.54200e+01	5.79782e-12	6.72295e-23	-1.99551e-09
2.54323e+01	5.72186e-12	6.54793e-23	-1.97742e-09
2.54447e+01	5.64689e-12	6.37747e-23	-1.95948e-09
2.54570e+01	5.57290e-12	6.21144e-23	-1.94171e-09
2.54694e+01	5.49988e-12	6.04974e-23	-1.92411e-09
2.54817e+01	5.42782e-12	5.89225e-23	-1.90666e-09
2.54941e+01	5.35670e-12	5.73885e-23	-1.88937e-09
2.55064e+01	5.28652e-12	5.58946e-23	-1.87224e-09
2.55188e+01	5.21725e-12	5.44395e-23	-1.85526e-09
2.55311e+01	5.14889e-12	5.30222e-23	-1.83844e-09
2.55435e+01	5.08143e-12	5.16419e-23	-1.82177e-09
2.55558e+01	5.01485e-12	5.02975e-23	-1.80525e-09
2.55682e+01	4.94915e-12	4.89881e-23	-1.78888e-09
2.55805e+01	4.88430e-12	4.77128e-23	-1.77266e-09
2.55929e+01	4.82031e-12	4.64707e-23	-1.75659e-09
2.56052e+01	4.75715e-12	4.52609e-23	-1.74067e-09
2.56176e+01	4.69482e-12	4.40827e-23	-1.72488e-09
2.56299e+01	4.63331e-12	4.29351e-23	-1.70925e-09
2.56423e+01	4.57260e-12	4.18173e-23	-1.69375e-09
2.56546e+01	4.51269e-12	4.07287e-23	-1.67840e-09
2.56670e+01	4.45356e-12	3.96684e-23	-1.66318e-09
2.56793e+01	4.39521e-12	3.86357e-23	-1.64811e-09
2.56917e+01	4.33762e-12	3.76299e-23	-1.63317e-09
2.57041e+01	4.28079e-12	3.66503e-23	-1.61836e-09
2.57164e+01	4.22470e-12	3.56962e-23	-1.60369e-09
2.57288e+01	4.16935e-12	3.47669e-23	-1.58916e-09
2.57411e+01	4.11472e-12	3.38618e-23	-1.57475e-09
2.57535e+01	4.06081e-12	3.29803e-23	-1.56048e-09
2.57658e+01	4.00760e-12	3.21217e-23	-1.54634e-09
2.57782e+01	3.95509e-12	3.12855e-23	-1.53232e-09
2.57905e+01	3.90327e-12	3.04711e-23	-1.51843e-09
2.58029e+01	3.85213e-12	2.96778e-23	-1.50467e-09
2.58152e+01	3.80166e-12	2.89052e-23	-1.49104e-09
2.58276e+01	3.75185e-12	2.81527e-23	-1.47752e-09
2.58399e+01	3.70269e-12	2.74198e-23	-1.46413e-09
2.58523e+01	3.65418e-12	2.67060e-23	-1.45087e-09
2.58646e+01	3.60630e-12	2.60108e-23	-1.43772e-09
2.58770e+01	3.55905e-12	2.53336e-23	-1.42469e-09
2.58893e+01	3.51241e-12	2.46741e-23	-1.41178e-09
2.59017e+01	3.46639e-12	2.40318e-23	-1.39899e-09
2.59140e+01	3.42098e-12	2.34062e-23	-1.38631e-09
2.59264e+01	3.37615e-12	2.27968e-23	-1.37375e-09
2.59387e+01	3.33192e-12	2.22034e-23	-1.36130e-09
2.59511e+01	3.28826e-12	2.16253e-23	-1.34897e-09
2.59634e+01	3.24518e-12	2.10624e-23	-1.33675e-09
2.59758e+01	3.20266e-12	2.05140e-23	-1.32464e-09
2.59881e+01	3.16070e-12	1.99800e-23	-1.31264e-09
2.60005e+01	3.11928e-12	1.94599e-23	-1.30074e-09
2.60128e+01	3.07841e-12	1.89533e-23	-1.28896e-09
2.60252e+01	3.03808e-12	1.84599e-23	-1.27728e-09
2.60375e+01	2.99827e-12	1.79793e-23	-1.26571e-09
2.60499e+01	2.95899e-12	1.75112e-23	-1.25425e-09
2.60623e+01	2.92022e-12	1.70554e-23	-1.24288e-09
2.60746e+01	2.88196e-12	1.66114e-23	-1.23163e-09
2.60870e+01	2.84420e-12	1.61789e-23	-1.22047e-09
2.60993e+01	2.80693e-12	1.57577e-23	-1.20941e-09
2.61117e+01	2.77016e-12	1.53475e-23	-1.19846e-09
2.61240e+01	2.73386e-12	1.49480e-23	-1.18761e-09
2.61364e+01	2.69804e-12	1.45588e-23	-1.17685e-09
2.61487e+01	2.66269e-12	1.41798e-23	-1.16619e-09
2.61611e+01	2.62780e-12	1.38107e-23	-1.15563e-09
2.61734e+01	2.59337e-12	1.34512e-23	-1.14516e-09
2.61858e+01	2.55939e-12	1.31010e-23	-1.13479e-09
2.61981e+01	2.52586e-12	1.27599e-23	-1.12451e-09
2.62105e+01	2.49276e-12	1.24277e-23	-1.11433e-09
2.62228e+01	2.46010e-12	1.21042e-23	-1.10424e-09
2.62352e+01	2.42787e-12	1.17891e-23	-1.09424e-09
2.62475e+01	2.39606e-12	1.14822e-23	-1.08433e-09
2.62599e+01	2.36467e-12	1.11833e-23	-1.07451e-09
2.62722e+01	2.33368e-12	1.08921e-23	-1.06478e-09
2.62846e+01	2.30311e-12	1.06086e-23	-1.05514e-09
2.62969e+01	2.27293e-12	1.03324e-23	-1.04559e-09
2.63093e+01	2.24315e-12	1.00634e-23	-1.03612e-09
2.63216e+01	2.21376e-12	9.80146e-24	-1.02674e-09
2.63340e+01	2.18475e-12	9.54630e-24	-1.01745e-09
2.63463e+01	2.15613e-12	9.29778e-24	-1.00823e-09
2.63587e+01	2.12788e-12	9.05573e-24	-9.99106e-10
2.63710e+01	2.10000e-12	8.81998e-24	-9.90061e-10
2.63834e+01	2.07248e-12	8.59037e-24	-9.81099e-10
2.63958e+01	2.04533e-12	8.36674e-24	-9.72217e-10
2.64081e+01	2.01853e-12	8.14893e-24	-9.63416e-10
2.64205e+01	1.99208e-12	7.93679e-24	-9.54695e-10
2.64328e+01	1.96598e-12	7.73017e-24	-9.46053e-10
2.64452e+01	1.94022e-12	7.52893e-24	-9.37490e-10
2.64575e+01	1.91480e-12	7.33293e-24	-9.29004e-10
2.64699e+01	1.88971e-12	7.14203e-24	-9.20596e-10
2.64822e+01	1.86495e-12	6.95610e-24	-9.12264e-10
2.64946e+01	1.84052e-12	6.77501e-24	-9.04006e-10
2.65069e+01	1.81640e-12	6.59864e-24	-8.95825e-10
2.65193e+01	1.79260e-12	6.42686e-24	-8.87717e-10
2.65316e+01	1.76912e-12	6.25955e-24	-8.79683e-10
2.65440e+01	1.74594e-12	6.09659e-24	-8.71723e-10
2.65563e+01	1.72306e-12	5.93788e-24	-8.63834e-10
2.65687e+01	1.70049e-12	5.78330e-24	-8.56016e-10
2.65810e+01	1.67821e-12	5.63274e-24	-8.48271e-10
2.65934e+01	1.65622e-12	5.48611e-24	-8.40595e-10
2.66057e+01	1.63452e-12	5.34329e-24	-8.32988e-10
2.66181e+01	1.61310e-12	5.20419e-24	-8.25451e-10
2.66304e+01	1.59197e-12	5.06871e-24	-8.17982e-10
2.66428e+01	1.57111e-12	4.93675e-24	-8.10581e-10
2.66551e+01	1.55052e-12	4.80823e-24	-8.03247e-10
2.66675e+01	1.53021e-12	4.68306e-24	-7.95980e-10
2.66798e+01	1.51016e-12	4.56115e-24	-7.88779e-10
2.66922e+01	1.49037e-12	4.44241e-24	-7.81642e-10
2.67045e+01	1.47084e-12	4.32676e-24	-7.74571e-10
2.67169e+01	1.45157e-12	4.21412e-24	-7.67564e-10
2.67292e+01	1.43255e-12	4.10441e-24	-7.60620e-10
2.67416e+01	1.41378e-12	3.99756e-24	-7.53740e-10
2.67540e+01	1.39526e-12	3.89350e-24	-7.46921e-10
2.67663e+01	1.37698e-12	3.79214e-24	-7.40165e-10
2.67787e+01	1.35894e-12	3.69342e-24	-7.33469e-10
2.67910e+01	1.34113e-12	3.59727e-24	-7.26836e-10
2.68034e+01	1.32356e-12	3.50362e-24	-7.20261e-10
2.68157e+01	1.30622e-12	3.41241e-24	-7.13747e-10
2.68281e+01	1.28910e-12	3.32357e-24	-7.07292e-10
2.68404e+01	1.27221e-12	3.23705e-24	-7.00895e-10
2.68528e+01	1.25554e-12	3.15278e-24	-6.94556e-10
2.68651e+01	1.23909e-12	3.07070e-24	-6.88275e-10
2.68775e+01	1.22286e-12	2.99076e-24	-6.82050e-10
2.68898e+01	1.20684e-12	2.91291e-24	-6.75882e-10
2.69022e+01	1.19102e-12	2.83707e-24	-6.69771e-10
2.69145e+01	1.17542e-12	2.76322e-24	-6.63714e-10
2.69269e+01	1.16002e-12	2.69128e-24	-6.57712e-10
2.69392e+01	1.14482e-12	2.62122e-24	-6.51765e-10
2.69516e+01	1.12982e-12	2.55298e-24	-6.45872e-10
2.69639e+01	1.11502e-12	2.48652e-24	-6.40032e-10
2.69763e+01	1.10041e-12	2.42179e-24	-6.34245e-10
2.69886e+01	1.08599e-12	2.35874e-24	-6.28511e-10
2.70010e+01	1.07176e-12	2.29734e-24	-6.22829e-10
2.70133e+01	1.05772e-12	2.23753e-24	-6.17198e-10
2.70257e+01	1.04386e-12	2.17928e-24	-6.11619e-10
2.70380e+01	1.03018e-12	2.12255e-24	-6.06090e-10
2.70504e+01	1.01668e-12	2.06729e-24	-6.00610e-10
2.70627e+01	1.00336e-12	2.01347e-24	-5.95181e-10
2.70751e+01	9.90217e-13	1.96106e-24	-5.89801e-10
2.70875e+01	9.77242e-13	1.91001e-24	-5.84470e-10
2.70998e+01	9.64438e-13	1.86028e-24	-5.79187e-10
2.71122e+01	9.51802e-13	1.81185e-24	-5.73952e-10
2.71245e+01	9.39331e-13	1.76469e-24	-5.68764e-10
2.71369e+01	9.27024e-13	1.71875e-24	-5.63624e-10
2.71492e+01	9.14878e-13	1.67400e-24	-5.58530e-10
2.71616e+01	9.02891e-13	1.63042e-24	-5.53482e-10
2.71739e+01	8.91061e-13	1.58798e-24	-5.48480e-10
2.71863e+01	8.79386e-13	1.54664e-24	-5.43524e-10
2.71986e+01	8.67864e-13	1.50637e-24	-5.38613e-10
2.72110e+01	8.56493e-13	1.46716e-24	-5.33745e-10
2.72233e+01	8.45271e-13	1.42896e-24	-5.28922e-10
2.72357e+01	8.34196e-13	1.39176e-24	-5.24143e-10
2.72480e+01	8.23266e-13	1.35553e-24	-5.19407e-10
2.72604e+01	8.12479e-13	1.32024e-24	-5.14714e-10
2.72727e+01	8.01834e-13	1.28587e-24	-5.10064e-10
2.72851e+01	7.91328e-13	1.25240e-24	-5.05455e-10
2.72974e+01	7.80960e-13	1.21980e-24	-5.00889e-10
2.73098e+01	7.70727e-13	1.18804e-24	-4.96364e-10
2.73221e+01	7.60629e-13	1.15711e-24	-4.91879e-10
2.73345e+01	7.50663e-13	1.12699e-24	-4.87436e-10
2.73468e+01	7.40827e-13	1.09765e-24	-4.83033e-10
2.73592e+01	7.31121e-13	1.06908e-24	-4.78670e-10
2.73715e+01	7.21541e-13	1.04124e-24	-4.74346e-10
2.73839e+01	7.12088e-13	1.01414e-24	-4.70061e-10
2.73962e+01	7.02758e-13	9.87737e-25	-4.65816e-10
2.74086e+01	6.93550e-13	9.62023e-25	-4.61608e-10
2.74209e+01	6.84463e-13	9.36979e-25	-4.57439e-10
2.74333e+01	6.75495e-13	9.12586e-25	-4.53308e-10
2.74457e+01	6.66644e-13	8.88829e-25	-4.49214e-10
2.74580e+01	6.57910e-13	8.65690e-25	-4.45158e-10
2.74704e+01	6.49289e-13	8.43154e-25	-4.41137e-10
2.74827e+01	6.40782e-13	8.21204e-25	-4.37154e-10
2.74951e+01	6.32387e-13	7.99825e-25	-4.33206e-10
2.75074e+01	6.24101e-13	7.79004e-25	-4.29295e-10
2.75198e+01	6.15924e-13	7.58724e-25	-4.25418e-10
2.75321e+01	6.07854e-13	7.38972e-25	-4.21577e-10
2.75445e+01	5.99889e-13	7.19734e-25	-4.17771e-10
2.75568e+01	5.92029e-13	7.00998e-25	-4.13999e-10
2.75692e+01	5.84272e-13	6.82749e-25	-4.10261e-10
2.75815e+01	5.76617e-13	6.64975e-25	-4.06558e-10
2.75939e+01	5.69062e-13	6.47663e-25	-4.02888e-10
2.76062e+01	5.61606e-13	6.30803e-25	-3.99250e-10
2.76186e+01	5.54248e-13	6.14381e-25	-3.95647e-10
2.76309e+01	5.46986e-13	5.98387e-25	-3.92075e-10
2.76433e+01	5.39819e-13	5.82809e-25	-3.88536e-10
2.76556e+01	5.32746e-13	5.67637e-25	-3.85030e-10
2.76680e+01	5.25766e-13	5.52860e-25	-3.81554e-10
2.76803e+01	5.18877e-13	5.38467e-25	-3.78110e-10
2.76927e+01	5.12079e-13	5.24449e-25	-3.74698e-10
2.77050e+01	5.05369e-13	5.10796e-25	-3.71317e-10
2.77174e+01	4.98748e-13	4.97499e-25	-3.67965e-10
2.77297e+01	4.92213e-13	4.84547e-25	-3.64645e-10
2.77421e+01	4.85764e-13	4.71933e-25	-3.61355e-10
2.77544e+01	4.79399e-13	4.59647e-25	-3.58094e-10
2.77668e+01	4.73118e-13	4.47681e-25	-3.54862e-10
2.77792e+01	4.66919e-13	4.36027e-25	-3.51661e-10
2.77915e+01	4.60801e-13	4.24676e-25	-3.48488e-10
2.78039e+01	4.54764e-13	4.13620e-25	-3.45344e-10
2.78162e+01	4.48805e-13	4.02852e-25	-3.42228e-10
2.78286e+01	4.42925e-13	3.92365e-25	-3.39141e-10
2.78409e+01	4.37122e-13	3.82151e-25	-3.36081e-10
2.78533e+01	4.31394e-13	3.72202e-25	-3.33049e-10
2.78656e+01	4.25742e-13	3.62513e-25	-3.30045e-10
2.78780e+01	4.20164e-13	3.53075e-25	-3.27068e-10
2.78903e+01	4.14659e-13	3.43884e-25	-3.24118e-10
2.79027e+01	4.09226e-13	3.34931e-25	-3.21195e-10
2.79150e+01	4.03864e-13	3.26212e-25	-3.18298e-10
2.79274e+01	3.98572e-13	3.17720e-25	-3.15427e-10
2.79397e+01	3.93350e-13	3.09449e-25	-3.12582e-10
2.79521e+01	3.88196e-13	3.01393e-25	-3.09763e-10
2.79644e+01	3.83110e-13	2.93547e-25	-3.06970e-10
2.79768e+01	3.78090e-13	2.85905e-25	-3.04202e-10
2.79891e+01	3.73137e-13	2.78462e-25	-3.01459e-10
2.80015e+01	3.68248e-13	2.71213e-25	-2.98740e-10
2.80138e+01	3.63423e-13	2.64152e-25	-2.96047e-10
2.80262e+01	3.58661e-13	2.57275e-25	-2.93378e-10
2.80385e+01	3.53962e-13	2.50578e-25	-2.90733e-10
2.80509e+01	3.49324e-13	2.44055e-25	-2.88111e-10
2.80632e+01	3.44747e-13	2.37701e-25	-2.85514e-10
2.80756e+01	3.40230e-13	2.31513e-25	-2.82940e-10
2.80879e+01	3.35772e-13	2.25486e-25	-2.80390e-10
2.81003e+01	3.31373e-13	2.19616e-25	-2.77863e-10
2.81126e+01	3.27031e-13	2.13899e-25	-2.75358e-10
2.81250e+01	3.22746e-13	2.08330e-25	-2.72876e-10
2.81374e+01	3.18518e-13	2.02907e-25	-2.70417e-10
2.81497e+01	3.14344e-13	1.97625e-25	-2.67979e-10
2.81621e+01	3.10226e-13	1.92480e-25	-2.65564e-10
2.81744e+01	3.06161e-13	1.87469e-25	-2.63171e-10
2.81868e+01	3.02149e-13	1.82589e-25	-2.60800e-10
2.81991e+01	2.98191e-13	1.77835e-25	-2.58449e-10
2.82115e+01	2.94284e-13	1.73206e-25	-2.56120e-10
2.82238e+01	2.90428e-13	1.68697e-25	-2.53813e-10
2.82362e+01	2.86623e-13	1.64305e-25	-2.51526e-10
2.82485e+01	2.82867e-13	1.60028e-25	-2.49260e-10
2.82609e+01	2.79161e-13	1.55862e-25	-2.47015e-10
2.82732e+01	2.75503e-13	1.51804e-25	-2.44789e-10
2.82856e+01	2.71894e-13	1.47852e-25	-2.42584e-10
2.82979e+01	2.68331e-13	1.44003e-25	-2.40399e-10
2.83103e+01	2.64815e-13	1.40254e-25	-2.38233e-10
2.83226e+01	2.61346e-13	1.36603e-25	-2.36087e-10
2.83350e+01	2.57921e-13	1.33047e-25	-2.33961e-10
2.83473e+01	2.54542e-13	1.29583e-25	-2.31854e-10
2.83597e+01	2.51207e-13	1.26210e-25	-2.29766e-10
2.83720e+01	2.47916e-13	1.22924e-25	-2.27697e-10
2.83844e+01	2.44667e-13	1.19724e-25	-2.25646e-10
2.83967e+01	2.41462e-13	1.16607e-25	-2.23614e-10
2.84091e+01	2.38298e-13	1.13572e-25	-2.21601e-10
2.84214e+01	2.35176e-13	1.10615e-25	-2.19606e-10
2.84338e+01	2.32094e-13	1.07736e-25	-2.17628e-10
2.84461e+01	2.29053e-13	1.04931e-25	-2.15669e-10
2.84585e+01	2.26052e-13	1.02199e-25	-2.13727e-10
2.84708e+01	2.23090e-13	9.95386e-26	-2.11803e-10
2.84832e+01	2.20167e-13	9.69474e-26	-2.09896e-10
2.84956e+01	2.17283e-13	9.44235e-26	-2.08007e-10
2.85079e+01	2.14436e-13	9.19654e-26	-2.06135e-10
2.85203e+01	2.11626e-13	8.95713e-26	-2.04279e-10
2.85326e+01	2.08853e-13	8.72395e-26	-2.02441e-10
2.85450e+01	2.06117e-13	8.49684e-26	-2.00619e-10
2.85573e+01	2.03416e-13	8.27564e-26	-1.98813e-10
2.85697e+01	2.00751e-13	8.06020e-26	-1.97024e-10
2.85820e+01	1.98121e-13	7.85037e-26	-1.95252e-10
2.85944e+01	1.95525e-13	7.64600e-26	-1.93495e-10
2.86067e+01	1.92963e-13	7.44695e-26	-1.91753e-10
2.86191e+01	1.90435e-13	7.25309e-26	-1.90028e-10
2.86314e+01	1.87940e-13	7.06427e-26	-1.88319e-10
2.86438e+01	1.85477e-13	6.88036e-26	-1.86624e-10
2.86561e+01	1.83047e-13	6.70125e-26	-1.84946e-10
2.86685e+01	1.80649e-13	6.52679e-26	-1.83282e-10
2.86808e+01	1.78282e-13	6.35688e-26	-1.81633e-10
2.86932e+01	1.75946e-13	6.19139e-26	-1.80000e-10
2.87055e+01	1.73641e-13	6.03021e-26	-1.78381e-10
2.87179e+01	1.71366e-13	5.87323e-26	-1.76776e-10
2.87302e+01	1.69120e-13	5.72033e-26	-1.75187e-10
2.87426e+01	1.66904e-13	5.57141e-26	-1.73611e-10
2.87549e+01	1.64718e-13	5.42637e-26	-1.72050e-10
2.87673e+01	1.62559e-13	5.28511e-26	-1.70503e-10
2.87796e+01	1.60429e-13	5.14752e-26	-1.68970e-10
2.87920e+01	1.58327e-13	5.01352e-26	-1.67451e-10
2.88043e+01	1.56253e-13	4.88300e-26	-1.65945e-10
2.88167e+01	1.54206e-13	4.75588e-26	-1.64454e-10
2.88291e+01	1.52185e-13	4.63207e-26	-1.62975e-10
2.88414e+01	1.50191e-13	4.51148e-26	-1.61510e-10
2.88538e+01	1.48223e-13	4.39404e-26	-1.60059e-10
2.88661e+01	1.46281e-13	4.27965e-26	-1.58620e-10
2.88785e+01	1.44365e-13	4.16824e-26	-1.57194e-10
2.88908e+01	1.42473e-13	4.05972e-26	-1.55782e-10
2.89032e+01	1.40606e-13	3.95404e-26	-1.54382e-10
2.89155e+01	1.38764e-13	3.85110e-26	-1.52995e-10
2.89279e+01	1.36946e-13	3.75085e-26	-1.51620e-10
2.89402e+01	1.35152e-13	3.65320e-26	-1.50258e-10
2.89526e+01	1.33381e-13	3.55810e-26	-1.48908e-10
2.89649e+01	1.31633e-13	3.46547e-26	-1.47570e-10
2.89773e+01	1.29909e-13	3.37525e-26	-1.46244e-10
2.89896e+01	1.28207e-13	3.28739e-26	-1.44931e-10
2.90020e+01	1.26527e-13	3.20180e-26	-1.43629e-10
2.90143e+01	1.24869e-13	3.11845e-26	-1.42339e-10
2.90267e+01	1.23233e-13	3.03727e-26	-1.41060e-10
2.90390e+01	1.21618e-13	2.95820e-26	-1.39793e-10
2.90514e+01	1.20025e-13	2.88119e-26	-1.38538e-10
2.90637e+01	1.18452e-13	2.80618e-26	-1.37294e-10
2.90761e+01	1.16900e-13	2.73313e-26	-1.36061e-10
2.90884e+01	1.15369e-13	2.66198e-26	-1.34840e-10
2.91008e+01	1.13857e-13	2.59268e-26	-1.33629e-10
2.91131e+01	1.12365e-13	2.52518e-26	-1.32429e-10
2.91255e+01	1.10893e-13	2.45945e-26	-1.31241e-10
2.91378e+01	1.09440e-13	2.39542e-26	-1.30063e-10
2.91502e+01	1.08006e-13	2.33306e-26	-1.28895e-10
2.91625e+01	1.06591e-13	2.27232e-26	-1.27738e-10
2.91749e+01	1.05194e-13	2.21317e-26	-1.26592e-10
2.91873e+01	1.03816e-13	2.15555e-26	-1.25456e-10
2.91996e+01	1.02456e-13	2.09944e-26	-1.24330e-10
2.92120e+01	1.01113e-13	2.04478e-26	-1.23215e-10
2.92243e+01	9.97886e-14	1.99155e-26	-1.22109e-10
2.92367e+01	9.84811e-14	1.93971e-26	-1.21013e-10
2.92490e+01	9.71908e-14	1.88921e-26	-1.19928e-10
2.92614e+01	9.59173e-14	1.84003e-26	-1.18852e-10
2.92737e+01	9.46606e-14	1.79213e-26	-1.17786e-10
2.92861e+01	9.34203e-14	1.74547e-26	-1.16729e-10
2.92984e+01	9.21963e-14	1.70003e-26	-1.15683e-10
2.93108e+01	9.09883e-14	1.65577e-26	-1.14645e-10
2.93231e+01	8.97962e-14	1.61267e-26	-1.13617e-10
2.93355e+01	8.86196e-14	1.57069e-26	-1.12598e-10
2.93478e+01	8.74585e-14	1.52980e-26	-1.11589e-10
2.93602e+01	8.63126e-14	1.48997e-26	-1.10588e-10
2.93725e+01	8.51817e-14	1.45118e-26	-1.09597e-10
2.93849e+01	8.40656e-14	1.41341e-26	-1.08614e-10
2.93972e+01	8.29642e-14	1.37661e-26	-1.07641e-10
2.94096e+01	8.18771e-14	1.34077e-26	-1.06676e-10
2.94219e+01	8.08044e-14	1.30587e-26	-1.05720e-10
2.94343e+01	7.97456e-14	1.27187e-26	-1.04772e-10
2.94466e+01	7.87008e-14	1.23876e-26	-1.03834e-10
2.94590e+01	7.76696e-14	1.20651e-26	-1.02903e-10
2.94713e+01	7.66520e-14	1.17511e-26	-1.01981e-10
2.94837e+01	7.56477e-14	1.14451e-26	-1.01067e-10
2.94960e+01	7.46565e-14	1.11472e-26	-1.00162e-10
2.95084e+01	7.36783e-14	1.08570e-26	-9.92646e-11
2.95208e+01	7.27130e-14	1.05744e-26	-9.83753e-11
2.95331e+01	7.17603e-14	1.02991e-26	-9.74945e-11
2.95455e+01	7.08200e-14	1.00310e-26	-9.66212e-11
2.95578e+01	6.98921e-14	9.76982e-27	-9.57558e-11
2.95702e+01	6.89764e-14	9.51548e-27	-9.48987e-11
2.95825e+01	6.80726e-14	9.26776e-27	-9.40488e-11
2.95949e+01	6.71807e-14	9.02650e-27	-9.32066e-11
2.96072e+01	6.63005e-14	8.79151e-27	-9.23725e-11
2.96196e+01	6.54318e-14	8.56264e-27	-9.15454e-11
2.96319e+01	6.45745e-14	8.33973e-27	-9.07259e-11
2.96443e+01	6.37284e-14	8.12262e-27	-8.99137e-11
2.96566e+01	6.28934e-14	7.91117e-27	-8.91093e-11
2.96690e+01	6.20694e-14	7.70522e-27	-8.83117e-11
2.96813e+01	6.12561e-14	7.50463e-27	-8.75213e-11
2.96937e+01	6.04535e-14	7.30926e-27	-8.67386e-11
2.97060e+01	5.96614e-14	7.11898e-27	-8.59624e-11
2.97184e+01	5.88797e-14	6.93365e-27	-8.51932e-11
2.97307e+01	5.81083e-14	6.75315e-27	-8.44314e-11
2.97431e+01	5.73469e-14	6.57734e-27	-8.36761e-11
2.97554e+01	5.65956e-14	6.40611e-27	-8.29275e-11
2.97678e+01	5.58540e-14	6.23934e-27	-8.21863e-11
2.97801e+01	5.51222e-14	6.07691e-27	-8.14512e-11
2.97925e+01	5.44000e-14	5.91871e-27	-8.07227e-11
2.98048e+01	5.36872e-14	5.76463e-27	-8.00013e-11
2.98172e+01	5.29838e-14	5.61456e-27	-7.92860e-11
2.98295e+01	5.22896e-14	5.46840e-27	-7.85771e-11
2.98419e+01	5.16045e-14	5.32604e-27	-7.78745e-11
2.98542e+01	5.09283e-14	5.18739e-27	-7.71789e-11
2.98666e+01	5.02610e-14	5.05234e-27	-7.64890e-11
2.98790e+01	4.96025e-14	4.92082e-27	-7.58053e-11
2.98913e+01	4.89526e-14	4.79271e-27	-7.51283e-11
2.99037e+01	4.83112e-14	4.66795e-27	-7.44564e-11
2.99160e+01	4.76782e-14	4.54642e-27	-7.37916e-11
2.99284e+01	4.70535e-14	4.42807e-27	-7.31328e-11
2.99407e+01	4.64370e-14	4.31279e-27	-7.24794e-11
2.99531e+01	4.58286e-14	4.20052e-27	-7.18319e-11
